㐀	丘
𬐠	𥂸
𬑆	睔
𬑇	𥇔
𬑍	𬑡
𬑏	䀴
𬑒	䁱
𬑓	瞱
𬑕	睴
𬑗	瞷
𬑙	𥌚
𬑡	瞅 矁 𬑍
𬑧	矊
𬒄	𬒒
𬒆	礏
𬒇	𥗺
𬒈	礐
𬒊	𥖩
𬒍	磒
𬒎	䃘
𬒒	𬒄
𬒓	𥗴
𬒕	䃤
𬒗	𥗽
𬓠	穖
𬓡	𠂲
𬓫	龝
𬓱	𥢊
𬓸	䵘
𬓼	穨
𬔯	𥱸
𬔹	𥳊
𬕂	篢
𬕄	籭
𬕊	䉍
𬕛	䉐
𬕦	䉱
𬕬	𥵝
𬖃	籫
𬖑	粯
𬖖	𥻤
𬖘	𥼶
𬖞	𥻵
𬖟	𫃐
𬖠	㪹
𬖮	糮
𬖺	𥽭
𬗏	𬘣
𬗺	𬙀
𬘓	紃
𬘔	𥾝
𬘕	紌
𬘖	絸
𬘗	𰫛
𬘘	紞
𬘙	䋐
𬘚	𥿉
𬘛	紶
𬘜	䋎
𬘝	紾
𬘞	𦄋
𬘟	絤
𬘠	絠
𬘡	絪
𬘢	絖
𬘣	𬗏
𬘤	絽
𬘥	絟
𬘦	𥿯
𬘧	纃
𬘨	綕
𬘩	綎
𬘪	䌞
𬘫	綄
𬘬	綪
𬘭	綝
𬘮	䌐
𬘯	綧
𬘰	緛
𬘱	䌁
𬘲	䋾
𬘳	𦄼
𬘴	䋺
𬘵	緪
𬘶	緧
𬘷	縒
𬘸	𦂋
𬘹	𫄇
𬘺	縚
𬘻	縖
𬘼	𦃒
𬘽	𦃘
𬘾	𦄍
𬘿	𦄧
𬙀	𬗺
𬙁	䌪
𬙂	縯
𬙃	𦅋
𬙄	𰫳
𬙅	𦅷
𬙆	繙
𬙇	繎
𬙈	繗
𬙉	繵
𬙊	纆
𬙋	纕
𬙎	罏
𬙏	𬙔
𬙔	𬙏
𬙝	罼
𬙪	𦌾
𬙫	𦍆
𬙭	䍷
𬚄	䎘
𬛕	𣘾
𬛹	䑗
𬛼	轝
𬜔	𦪭
𬜥	葻
𬜧	蕟
𬜨	薉
𬜬	蔄
𬜯	䓣
𬜸	蘹
𬜺	𦶆
𬜾	藖
𬜿	蔮
𬝁	䔡
𬝃	𤎤
𬝊	𦸷
𬝋	蠞
𬝖	𦵕
𬝠	𦽒
𬝯	薲
𬝴	䕼
𬞋	𦾶
𬞕	蘭
𬞘	藬
𬞟	蘋
𬞣	𧂅
𬞫	蘫
𬟁	虉
𬟪	覤
𬟺	𧐱
𬟽	蝀
𬠃	𧏻
𬠅	蟷
𬠈	𫋐
𬠐	𧈿
𬠠	蠈
𬠱	𧖦
𬠷	𧕦
𬡇	褭
𬡍	𧜣
𬡎	𧛸
𬡒	裌
𬡓	褺
𬡔	𧜂
𬡕	𧜁
𬡠	𧟌
𬡦	𧞶
𬡱	𫌙
𬡷	襸
𬡻	䊲
𬢇	𧠈
𬢈	𧡍
𬢉	𧠥
𬢊	覗
𬢋	覜
𬢌	覟
𬢍	𧠵
𬢎	覩
𬢏	𧡪
𬢐	䚉
𬢑	䚆
𬢒	覭
𬢓	𧢍
𬢔	覴
𬢕	𧣴
𬢪	譸
𬢯	譻
𬢳	謲
𬣀	讆
𬣍	𬣫
𬣘	𬤗
𬣙	訏
𬣚	𧥣
𬣛	䚳
𬣜	䚽
𬣝	𧥺
𬣞	詝
𬣟	䚵
𬣠	詌
𬣡	諓
𬣢	𧦭
𬣣	註
𬣤	詃
𬣥	詜
𬣦	詏
𬣧	䛍
𬣨	𧧝
𬣩	詴
𬣪	𧬨
𬣫	𬣍
𬣬	䛛
𬣭	譡
𬣮	詺
𬣯	䛘
𬣰	詯
𬣱	詶
𬣲	諩
𬣳	詪
𬣴	𧮇
𬣵	𧬻
𬣶	𧨊
𬣷	誎
𬣸	䛞
𬣹	䛤
𬣺	𧧭
𬣻	誔
𬣼	誏
𬣽	謰
𬣾	諎
𬣿	䜎
𬤀	諕
𬤁	䛬
𬤂	𧨾
𬤃	𰴽
𬤄	謲
𬤅	𧩦
𬤆	謴
𬤇	諲
𬤈	𧫚
𬤉	䜋
𬤊	諟
𬤋	𧩪
𬤌	䛽
𬤍	諻
𬤎	諠
𬤏	𧩧
𬤐	謌
𬤑	䛿
𬤒	𧪞
𬤓	𧪡
𬤔	𧪪
𬤕	𧪦
𬤖	𧬪
𬤗	𬣘
𬤘	䜉
𬤙	謼
𬤚	𧮆
𬤛	讇
𬤜	𧬅
𬤝	譓
𬤞	𧬇
𬤟	䜍
𬤠	𧬌
𬤡	䜒
𬤢	譐
𬤣	譈
𬤤	譄
𬤥	譔
𬤦	讉
𬤧	𧬮
𬤨	譟
𬤩	譺
𬤪	䜚
𬤫	譹
𬤬	䜝
𬤭	譿
𬤮	讚
𬤯	𧮈
𬤰	讙
𬤱	𧮓
𬤷	𧰆
𬥄	䝕
𬥈	䫉
𬥲	𬦀
𬥳	賶
𬥴	𧵊
𬥵	䝯
𬥶	貱
𬥷	𧶄
𬥸	賗
𬥹	𧶟
𬥺	䞁
𬥻	䞂
𬥼	𧶲
𬥽	䞀
𬥾	𧸦
𬥿	𧸪
𬦀	𬥲
𬦅	䞶
𬦆	𧽢
𬦣	𨇗
𬦥	䟺
𬦧	踚
𬦩	𨃘
𬦫	𨆅
𬦯	𨁂
𬦴	𨆱
𬦵	𨄰
𬦹	𨃜
𬦻	躀
𬦾	𨈇
𬧀	蹡
𬧃	䠮
𬧑	𨇍
𬧔	𬧙
𬧙	𬧔
𬧚	𨈀
𬧛	𨈆
𬧢	䡁
𬧤	軂
𬧩	𨉹
𬨁	軞
𬨂	軝
𬨃	𨋁
𬨄	軮
𬨅	𨋚
𬨆	䡗
𬨇	輆
𬨈	輓
𬨉	䡘
𬨋	𨌄
𬨌	䡟
𬨍	輵
𬨎	輶
𬨏	𨍐
𬨐	𨍹
𬨑	䡦
𬨒	𨎩
𬨓	轈
𬨔	䡶
𬩎	𨘌
𬩽	鄩
𬩾	郲
𬪍	鄮
𬪧	醧
𬪨	醆
𬪩	醲
𬪫	𨣉
𬪯	𨤋
𬪺	𨤡
𬬇	𨰵
𬬧	釬
𬬨	釫
𬬩	釴
𬬪	釦
𬬫	鈚
𬬬	鍏
𬬭	錀
𬬮	鋹
𬬯	鈓
𬬰	鎗
𬬱	釿
𬬲	釽
𬬳	𨥦
𬬴	𨥜
𬬵	鈂
𬬶	𨬞
𬬷	鉐
𬬸	鉥
𬬹	鉮
𬬺	鉏
𬬻	鑪
𬬼	𨭥
𬬽	鈼
𬬾	鑏
𬬿	鉊
𬭀	鈶
𬭁	鉧
𬭂	𨥺
𬭃	銔
𬭅	銗
𬭆	䤪
𬭇	𨭗
𬭈	䤩
𬭉	鑇
𬭊	𨧀
𬭋	𫒞
𬭌	鋘
𬭍	銲
𬭎	鋐
𬭏	鐊
𬭐	𨧚
𬭑	𨧫
𬭓	錪
𬭔	鑡
𬭕	錭
𬭖	錋
𬭗	錗
𬭘	𨨝
𬭙	𨭐
𬭚	錞
𬭛	𨨏
𬭜	錑
𬭝	鏒
𬭞	𨨹
𬭟	𨨯
𬭠	𨩨
𬭡	鍣
𬭢	鐀
𬭣	䤼
𬭤	鍭
𬭥	鍯
𬭦	鎒
𬭨	鎚
𬭩	鎓
𬭪	鎋
𬭫	𨫀
𬭬	鏏
𬭭	鏚
𬭯	䥕
𬭰	鏔
𬭱	𨬂
𬭲	鏁
𬭳	𨭎
𬭴	䥛
𬭵	𨭌
𬭶	𨭆
𬭷	𨭃
𬭸	鏻
𬭹	𨮅
𬭺	𨭚
𬭻	䥞
𬭼	鐩
𬭽	鐴
𬭾	𨮰
𬭿	鑙
𬮀	𨯵
𬮁	鑮
𬮂	𨰷
𬮃	𨰭
𬮄	𨲭
𬮇	𬮝
𬮍	𮤷
𬮘	閄
𬮙	𨷈
𬮜	𨳨
𬮝	𬮇
𬮟	焛
𬮠	閜
𬮡	𨳿
𬮢	閧
𬮣	𨴑
𬮤	閤
𬮥	閦
𬮧	𨴤
𬮨	䦝
𬮩	𨵆
𬮪	閯
𬮬	𮤒
𬮭	闚
𬮮	𨵤
𬮯	𨵗
𬮰	𨵌
𬮱	闉
𬮲	闄
𬮳	闆
𬮴	闇
𬮵	𨵬
𬮸	𨶻
𬮹	𨶿
𬮺	䧞
𬮻	隖
𬮿	隑
𬯀	隮
𬯅	陿
𬯊	𬯘
𬯎	隤
𬯘	𬯊
𬰡	𩉙
𬰣	𩉍
𬰤	𩋰
𬰥	䩫
𬰱	𩎒
𬰲	𩘚
𬰳	䪓
𬰴	𩎠
𬰵	𩏌
𬰶	韢
𬰷	䪜
𬰸	𩏴
𬰺	𩑃
𬱂	𬱚
𬱈	𬱩
𬱓	頄
𬱔	𩑣
𬱕	𩑦
𬱖	頔
𬱗	頕
𬱘	𫖞
𬱙	頖
𬱚	𬱂
𬱛	𩔊
𬱜	頛
𬱝	𩒝
𬱞	𠽸
𬱟	頠
𬱠	頢
𬱡	𩒜
𬱢	顐
𬱣	䫈
𬱤	𩒲
𬱥	𩒼
𬱦	䫏
𬱧	𩓸
𬱨	𩓹
𬱩	𬱈
𬱪	顊
𬱫	顁
𬱬	䫩
𬱭	𩔈
𬱮	䫜
𬱯	䭭
𬱰	䫠
𬱱	𩕊
𬱲	𩕰
𬱳	龥
𬱵	颹
𬱷	䫼
𬱸	䬂
𬱺	𩖿
𬱼	颽
𬱽	颴
𬱾	𮨭
𬱿	䬎
𬲀	䬍
𬲅	飉
𬲆	𩘻
𬲕	䭕
𬲚	𬳎
𬲛	𫗲
𬲥	𩚅
𬲦	飤
𬲧	𱃢
𬲨	𱃡
𬲩	𩚚
𬲪	𩞆
𬲫	䬯
𬲬	𩞡
𬲭	飷
𬲮	䬫
𬲯	䬲
𬲰	𩞃
𬲱	𮨻
𬲲	䭢
𬲳	䭞
𬲴	𩛎
𬲵	𫗑
𬲶	䭣
𬲷	䬶
𬲸	𩟂
𬲹	𩛲
𬲺	𩛞
𬲻	䬾
𬲼	餣
𬲽	𱃪
𬲾	䭅
𬲿	𩜠
𬳀	䭇
𬳁	餚
𬳂	餟
𬳃	𩜰
𬳄	𫗕
𬳅	䭉
𬳆	餰
𬳇	𩝑
𬳈	𩝡
𬳉	𩝣
𬳊	饀
𬳋	䭒
𬳌	𩝠
𬳍	餹
𬳎	𬲚
𬳐	𩞉
𬳑	䭘
𬳒	𩞬
𬳓	𩟀
𬳔	𩟠
𬳙	𫗻
𬳟	馩
𬳳	颿
𬳴	駍
𬳵	駓
𬳶	駉
𬳷	𩢍
𬳸	䮸
𬳹	𩣔
𬳺	𩢲
𬳻	𩢼
𬳼	𩣋
𬳽	駪
𬳾	䮈
𬳿	駼
𬴀	駺
𬴁	䮗
𬴂	騑
𬴃	騞
𬴄	𩤵
𬴅	騯
𬴆	騹
𬴇	𩥲
𬴈	𩥼
𬴉	𩦚
𬴊	驎
𬴋	驖
𬴌	𩦺
𬴍	䮽
𬴎	𩧐
𬴏	䮿
𬴐	驩
𬴨	𩯆
𬴩	鬞
𬵂	𱇎
𬵃	𬶃
𬵮	𬶑
𬶀	魝
𬶁	魜
𬶂	𩵚
𬶃	𬵃
𬶄	魡
𬶅	𩶀
𬶆	䰷
𬶇	魪
𬶈	𩵺
𬶉	𩵱
𬶊	䱍
𬶋	鮈
𬶌	鮘
𬶍	鮀
𬶎	䲙
𬶏	鮠
𬶐	鮡
𬶑	𬵮
𬶒	𩷒
𬶓	䱓
𬶔	鯌
𬶕	鮷
𬶖	𩸆
𬶗	䲏
𬶙	𩸣
𬶚	𩸤
𬶛	鱓
𬶜	𩸬
𬶝	𩸩
𬶞	鰗
𬶟	鯻
𬶠	鰊
𬶡	𩹝
𬶢	鯹
𬶣	䱹
𬶤	䱱
𬶥	𱇋
𬶦	𩹊
𬶧	鰇
𬶨	鱀
𬶩	𩹽
𬶪	𩺝
𬶫	鱑
𬶬	鱋
𬶭	鰶
𬶮	鱚
𬶯	𩻧
𬶰	𩻰
𬶱	𩻱
𬶲	鱌
𬶳	𩽈
𬶴	䲕
𬶵	鱞
𬶶	𩼔
𬶷	𣤿
𬶸	𩽅
𬶹	𩽔
𬶺	鱹
𬶻	𩽷
𬶼	𱉉
𬷕	鵏
𬷻	𩾐
𬷼	鶂
𬷽	𩾒
𬷾	䲨
𬷿	𪅜
𬸀	鴍
𬸁	𩿺
𬸂	𪀉
𬸃	𩿱
𬸄	𪈗
𬸅	鶵
𬸆	䲼
𬸈	鵄
𬸉	𪀛
𬸊	鵀
𬸋	𪀻
𬸌	𪄅
𬸍	𪇘
𬸎	𪁐
𬸏	𪁜
𬸐	𪁱
𬸑	𪁑
𬸒	鶀
𬸓	𪂫
𬸔	𪁿
𬸕	鸎
𬸖	𪂈
𬸗	𪂩
𬸘	鶠
𬸙	𪃦
𬸚	鸑
𬸛	䳨
𬸜	鶣
𬸝	鶕
𬸞	鷜
𬸟	𪃮
𬸠	𪃿
𬸡	𪇖
𬸢	鷎
𬸣	鶱
𬸤	𪅃
𬸥	𪅖
𬸦	鷟
𬸧	鷰
𬸨	𪅾
𬸩	䴈
𬸪	鷭
𬸫	𪆃
𬸬	𪇄
𬸭	𪆰
𬸮	𪆴
𬸯	鷿
𬸰	鸖
𬸱	鸜
𬸵	𪉜
𬸶	𪉨
𬸷	𪉮
𬸸	𪉱
𬸹	𪉿
𬸾	麡
𬹂	𬹆
𬹅	䴭
𬹆	𬹂
𬹇	𪌰
𬹈	𪌯
𬹉	䴷
𬹊	𪍀
𬹋	𪌽
𬹌	𪌿
𬹍	𪍤
𬹎	𪍶
𬹕	𪑳
𬹖	𪒬
𬹗	𪑚
𬹘	𪒿
𬹣	鼄
𬹤	𪓽
𬹭	𪕣
𬹺	齖
𬹻	𪗝
𬹼	齘
𬹽	𪗜
𬹾	𪗳
𬹿	𪗪
𬺀	𪗭
𬺁	𪗻
𬺂	𩖁
𬺃	䶣
𬺄	𪗽
𬺅	𪙞
𬺆	𪘞
𬺇	𪘓
𬺈	齮
𬺉	䶦
𬺊	𪘩
𬺋	𪘧
𬺌	𪘲
𬺍	䶢
𬺎	齹
𬺏	𪙍
𬺐	𪙕
𬺑	𪙑
𬺒	𪙤
𬺓	齼
𬺔	齽
𬺕	䶪
𬺖	𪚅
𬺛	𪚔
𬺜	㰍
𬺝	𪚣
𬺟	𧢢
𬻮	𫯓
𬾖	㒣
𬾣	𠐮
𭀖	𭀖 釐 厘
𭂖	𰃶
𭄛	劗
𭇀	𠿿
𭇉	𫪛
𭇙	𡁚
𭇜	㗶
𭇡	𡁯
𭇯	嚠
𭇴	𠵔
𭈈	𠺖
𭈉	𡄖
𭈜	𡀠
𭈟	𠽈
𭈮	𡄤
𭉗	𪢍
𭉨	𠿘
𭉼	𡅧
𭉾	𰇊
𭊸	𡅘
𭎂	㙡
𭎜	壔
𭏦	壒
𭏸	壝
𭑙	𮤮
𭑸	𡢿
𭑹	𡤡
𭓀	𫲴
𭕆	𧴪
𭗡	𡻘
𭘓	幠
𭘚	𢅣
𭚦	彍
𭝋	㦭
𭝫	𡄩
𭞄	懓
𭠙	擈
𭠽	𰔠
𭡆	𪯂
𭡜	𢸙
𭡵	𢵣
𭢋	𢸔
𭢒	𰓤
𭢕	𢷞
𭢝	𢺎
𭣇	攧
𭣧	斁
𭤎	斄
𭤰	旟
𭥓	𣊯
𭧋	曭
𭧒	𰖏
𭧖	𰖚
𭨡	𰁈
𭩚	檥
𭩛	椚
𭩰	橃
𭪆	檛
𭫀	樻
𭫙	㰅
𭫝	𠐇
𭭈	㰳
𭰎	澢
𭰒	𣻑
𭰗	𣼊
𭰥	𤅩
𭱀	𪷈
𭱊	澒
𭱘	𰛨
𭲫	灟
𭴊	㷻
𭴳	𤏐
𭶙	𤇻
𭹜	㼈
𭻍	𤲢
𭻔	𤲓
𮀡	𥘃
𮀤	磱
𮀪	𥖏
𮀲	𥔂
𮅎	𥵛
𮆏	籣
𮇔	𥺼
𮇤	𥾂
𮉠	䊵
𮉡	纑
𮉢	紩
𮉣	䋏
𮉤	絓
𮉥	𦀎
𮉧	緉
𮉨	緺
𮉩	𫃥
𮉪	緅
𮉫	緌
𮉬	綷
𮉭	𫃷
𮉮	繀
𮉯	縩
𮌌	𦡧
𮎍	𫇠
𮏀	𫉍
𮏺	𧁿
𮐚	薠
𮐨	蘡
𮔂	䗻
𮔅	蝜
𮔊	蜽
𮖁	裲
𮖃	𧜶
𮖱	襭
𮙊	讔
𮙋	讟
𮛗	𨆉
𮜗	𰸦
𮜶	軇
𮝴	軱
𮝵	輀
𮝷	轒
𮝸	輴
𮝹	轘
𮝺	轕
𮟽	𰻨
𮠞	䤌
𮠳	醦
𮡈	𨢸
𮣲	釭
𮣳	鈜
𮣴	鋋
𮣵	錣
𮣶	鑢
𮤏	𮤳
𮤒	𬮬
𮤫	閅
𮤬	䦌
𮤭	𨳒
𮤮	𭑙
𮤯	𨳙
𮤲	閟
𮤳	𮤏
𮤶	𰿢
𮤷	𬮍
𮤸	𨶯
𮦅	𮦗
𮦗	𮦅
𮦚	𩇉
𮧴	韔
𮧵	韡
𮨭	𬱾
𮨴	檒
𮨵	飂
𮨻	𬲱
𮩛	饆
𮩜	餀
𮩝	餲
𮩞	饐
𮪡	駹
𮪢	駴
𮪣	騣
𮪤	騲
𮪥	驐
𮫂	鬡
𮬛	魣
𮬜	鮨
𮬝	鱥
𮬞	䱗
𮬟	䱛
𮬠	䱚
𮬡	䱻
𮬢	䱵
𮬣	䲗
𮬤	鱵
𮭡	䲸
𮭢	鴁
𮭤	鴓
𮭥	䳍
𮭦	𪁏
𮭨	鷃
𮭪	鷞
𮭰	䴚
𮮅	𪌒
𮮇	麰
𮯙	䶗
冗	冗
灰	灰
冒	冒
𰁈	𭨡
𰁧	傱
𰁸	儅
𰁾	偩
𰂁	𪝵
𰂃	𠎅
𰂋	僴
𰂎	僩
𰂏	儥
𰂗	僀
𰂜	僓
𰂠	𪜺
𰂦	儢
𰂭	儩
𰂴	𫢜
𰂻	𠑇
𰃆	儹
𰃳	𰃴
𰃴	𰃳
𰃶	𭂖
𰃷	凔
𰃻	㓖
𰃿	凟
𰄁	𠗿
𰄞	剸
𰄭	𠠫
𰅔	勴
𰅥	匵
𰅦	匰
𰅻	𦾏
𰆕	㕒
𰆙	𠩬
𰆚	厱
𰇀	㕢
𰇊	𭉾
𰇎	㖦
𰇕	唊
𰇖	㗢
𰇘	𠷌
𰇠	嗧
𰇡	𠶹
𰇣	嚱
𰇥	𫬱
𰇲	嗿
𰇼	嘇
𰈆	囕
𰈇	嚐
𰈊	嚸
𰈍	嚫
𰈓	嚂
𰈝	𫪑
𰈮	𡃈
𰈯	囐
𰈶	嚩
𰉀	𪢋
𰉁	㘖
𰉄	囋
𰉘	㙔
𰉙	堈
𰉚	垷
𰉣	墿
𰉥	埉
𰉩	墧
𰉪	墷
𰉱	𡑯
𰉽	㙾
𰊂	墆
𰊅	𡓦
𰊈	墏
𰊑	壏
𰊛	㙺
𰊟	㙢
𰊡	壛
𰊢	壍
𰋆	𪤅
𰋖	𡗆
𰋸	婸
𰋹	嫥
𰋽	嬮
𰋾	𡠚
𰌀	嫈
𰌂	媜
𰌆	㜞
𰌇	嫧
𰌉	𡢘
𰌙	嬾
𰌦	孲
𰌷	寪
𰎌	嵷
𰎎	巃
𰎏	崠
𰎐	㠠
𰎑	嶪
𰎔	嶤
𰎖	崱
𰎛	𡼾
𰎝	𡺠
𰎞	嶩
𰎠	巖
𰎢	𡼱
𰎦	𰎼
𰎫	嶽
𰎴	𪌨
𰎷	𡾆
𰎹	巚
𰎼	𰎦
𰏁	巑
𰏓	𢄓
𰏕	帴
𰏜	㡞
𰏟	幱
𰏲	𢉿
𰏶	廥
𰏼	廗
𰏽	𢊃
𰐚	𢐗
𰐾	懭
𰑁	慱
𰑄	惀
𰑅	𢠰
𰑔	慹
𰑕	懕
𰑙	懰
𰑟	慐
𰑥	憪
𰑧	慙
𰑪	憴
𰑫	㦬
𰑬	懫
𰑵	慸
𰑸	㥷
𰑿	戃
𰒆	慲
𰒒	懘
𰒖	𢤧
𰓄	掁
𰓆	摀
𰓔	㨛
𰓕	𢸸
𰓗	𢹥
𰓙	擪
𰓜	擳
𰓝	𢲐
𰓟	𢹼
𰓤	𭢒
𰓧	搎
𰓬	攦
𰓱	摼
𰓷	撋
𰓻	摫
𰓼	摲
𰔇	摕
𰔋	撌
𰔠	𭠽
𰔫	𫽫
𰔲	㩷
𰔶	𢹏
𰔺	𫽢
𰕁	攳
𰕅	敺
𰕈	敿
𰕐	𢿡
𰕭	旝
𰖈	曮
𰖏	𭧒
𰖚	𭧖
𰖠	㬮
𰖩	㒿
𰖻	𬁘
𰗅	𦡏
𰗆	𦡖
𰗓	櫎
𰗖	棆
𰗘	𣔿
𰗙	㮲
𰗚	𣞐
𰗛	檡
𰗜	檿
𰗡	㯆
𰗢	楎
𰗦	㯸
𰗨	榯
𰗬	櫏
𰗵	㰂
𰗹	橚
𰗺	橨
𰘀	㯂
𰘅	𰘯
𰘈	檋
𰘓	檾
𰘠	櫩
𰘣	檰
𰘩	櫹
𰘯	𰘅
𰘳	櫴
𰘶	櫯
𰘸	櫢
𰙋	歍
𰙎	歛
𰙑	歗
𰙕	𣤋
𰚂	𪵇
𰚍	𰚣
𰚔	㲰
𰚣	𰚍
𰚦	氀
𰚪	㲯
𰚬	𪵢
𰚱	𣰛
𰛉	𣶯
𰛊	溤
𰛏	漎
𰛒	涷
𰛛	㴸
𰛡	滭
𰛣	漐
𰛤	瀄
𰛥	溰
𰛦	濊
𰛨	𭱘
𰛩	㶒
𰛪	灓
𰛮	滷
𰛱	𰝢
𰛲	澰
𰛵	澖
𰛺	𣼩
𰛻	𤅷
𰛽	㴿
𰜐	灠
𰜜	瀙
𰜝	瀁
𰜢	㵑
𰜨	瀳
𰜳	瀴
𰝅	瀯
𰝋	㶏
𰝍	瀈
𰝗	㶕
𰝜	𣴇
𰝞	𤄙
𰝟	㶍
𰝢	𰛱
𰝤	灦
𰝾	㷃
𰞇	燡
𰞉	㷲
𰞍	㸅
𰞤	熞
𰞲	㷶
𰞳	龽
𰞷	𤍜
𰞻	燌
𰟄	𰟫
𰟘	爓
𰟫	𰟄
𰠛	牋
𰠫	犅
𰠲	牼
𰠴	㹓
𰠹	犤
𰡄	獹
𰡉	𰡓
𰡊	獢
𰡋	𤟤
𰡎	猍
𰡏	猧
𰡐	𤠔
𰡓	𰡉
𰡔	獑
𰡞	獖
𰡢	𤣎
𰡩	玂
𰡰	𤥭
𰡵	瓐
𰡻	瑙
𰡽	璹
𰢄	璛
𰢢	甒
𰢤	甖
𰢦	甊
𰣢	𬏲
𰣦	𤺉
𰣩	𤻝
𰣫	𤼈
𰣬	癠
𰣯	癎
𰣶	㿉
𰣼	癪
𰣽	癴
𰤓	𤾉
𰤕	皪
𰤨	㿹
𰤫	𥀲
𰤬	皾
𰤽	𥂫
𰥊	䀍
𰥒	瞛
𰥛	瞓
𰥞	䁝
𰥠	矕
𰥢	矖
𰥣	𥉸
𰥨	瞯
𰥪	瞡
𰥭	𥋝
𰥹	矘
𰦔	䂓
𰦜	矲
𰦦	礰
𰦨	䃣
𰦭	礲
𰦰	礋
𰦴	䃁
𰦷	䃕
𰦾	礹
𰦿	碢
𰧃	磵
𰧇	礥
𰧈	𥗹
𰧉	礩
𰧎	䃢
𰧔	礛
𰧘	䃴
𰧰	禓
𰧻	禬
𰧾	禯
𰨖	禵
𰨜	穬
𰨦	穧
𰨳	䆅
𰩅	竉
𰩏	窱
𰩓	竀
𰩧	䇓
𰩮	篿
𰩲	籚
𰩸	簥
𰩹	簜
𰩺	箹
𰩻	簻
𰪊	籦
𰪏	簵
𰪣	籯
𰪪	𰫆
𰪫	䊜
𰪭	粻
𰪶	糰
𰪼	𰫏
𰪿	𫃑
𰫆	𰪪
𰫋	䊟
𰫏	𰪼
𰫖	糷
𰫛	𬘗
𰫳	𬙄
𰫼	糽
𰫽	紑
𰫿	𫃞
𰬀	紒
𰬁	䋆
𰬂	䋍
𰬃	䋑
𰬅	紨
𰬆	絇
𰬇	紸
𰬈	絃
𰬉	紽
𰬋	紭
𰬌	絚
𰬍	綊
𰬎	縪
𰬏	絑
𰬐	繑
𰬑	䋫
𰬒	絘
𰬓	絯
𰬔	絣
𰬖	絾
𰬗	絿
𰬘	綍
𰬙	𦁄
𰬚	縜
𰬛	絼
𰬜	絻
𰬝	𦅘
𰬞	綅
𰬟	緎
𰬠	繣
𰬡	緁
𰬢	緀
𰬣	緆
𰬤	綼
𰬥	総
𰬦	𦁕
𰬧	緂
𰬨	𦁧
𰬩	繡
𰬪	縿
𰬫	緻
𰬬	緢
𰬭	䋽
𰬮	縴
𰬯	緵
𰬰	緫
𰬱	䌇
𰬲	縓
𰬳	縌
𰬴	縡
𰬵	縼
𰬶	䌌
𰬷	繖
𰬸	繐
𰬹	𦆈
𰬺	繜
𰬻	繘
𰬼	𦇛
𰬽	繲
𰬾	𦆆
𰬿	纀
𰭀	纋
𰭁	𦇎
𰭄	罆
𰭔	羂
𰭗	𦏑
𰭚	𦎹
𰭢	翜
𰭣	翿
𰭹	䏊
𰮅	膷
𰮇	膴
𰮙	䐢
𰮝	膮
𰮭	𣎜
𰮲	䐹
𰯂	𦡶
𰯋	臡
𰯎	䐽
𰰆	𦧴
𰰋	艭
𰰌	䑼
𰰏	艜
𰰑	艛
𰰠	藇
𰰢	𦳝
𰰤	蓲
𰰨	菕
𰰮	蘬
𰰱	薱
𰰳	蒒
𰰴	䔇
𰰵	蔱
𰰶	䕹
𰰷	萯
𰰹	藰
𰰺	蔎
𰰾	薖
𰰿	𫈹
𰱀	䔈
𰱇	蕑
𰱈	禜
𰱉	蕄
𰱊	𧃽
𰱌	蒳
𰱍	蒶
𰱐	藚
𰱑	蔪
𰱛	蔠
𰱝	𦺣
𰱟	蕡
𰱦	蕧
𰱩	䕡
𰱮	藘
𰱯	藣
𰱱	薋
𰱲	蘵
𰱾	藾
𰲁	蘈
𰲂	虅
𰲒	蘱
𰲖	䖀
𰲟	䖚
𰲠	虦
𰲫	蟱
𰲬	蛼
𰲮	蜸
𰲯	䗥
𰲰	蜦
𰲲	蟡
𰲳	䗃
𰲴	蠪
𰲵	蠌
𰲶	蛵
𰲸	蝁
𰲹	螘
𰲺	𧒖
𰲻	蟽
𰳁	𧐐
𰳂	螹
𰳄	螴
𰳆	𪘅
𰳊	蟦
𰳗	蠳
𰳚	䗽
𰳲	襱
𰳵	襼
𰳸	襨
𰳹	𧞣
𰳺	襛
𰳻	𧞅
𰳼	襹
𰴂	襂
𰴏	𫌩
𰴕	覕
𰴖	䙼
𰴗	䚕
𰴘	覸
𰴙	覠
𰴚	𧢃
𰴛	𧡸
𰴜	覰
𰴝	覶
𰴞	覻
𰴢	觻
𰴣	觷
𰴤	䚞
𰴥	𰴦
𰴦	𰴥
𰴯	謍
𰴽	𬤃
𰵊	訆
𰵌	諹
𰵍	訰
𰵎	訧
𰵏	訬
𰵐	䛀
𰵑	譌
𰵒	訦
𰵓	訹
𰵔	詍
𰵖	讛
𰵗	詇
𰵘	𧦦
𰵙	詄
𰵚	詅
𰵛	訽
𰵜	䛌
𰵝	訸
𰵞	詠
𰵠	詉
𰵡	誙
𰵢	𧧵
𰵣	詥
𰵤	詻
𰵥	誃
𰵦	詨
𰵧	誌
𰵨	讝
𰵩	誧
𰵪	𧨝
𰵫	䛠
𰵬	𧧸
𰵭	誗
𰵮	誐
𰵯	誜
𰵰	䛭
𰵱	諃
𰵲	諆
𰵳	𧨳
𰵴	諔
𰵵	誽
𰵶	諈
𰵷	諁
𰵸	誻
𰵹	讘
𰵺	謜
