㐁	𠀬
髻	䦇䯻𣯦𨲡𩬩𰿌𰿑
鬇	𨲌𩫿𩬒𩬓𩯎𩯩𩰅
魍	蛧䰣𧪵𩖩𩲛𱆜𱆠
鯬	䱘𩸢𩺸𩻌𩻳𩼽𫚞
鲁	魯𢻛𣥐𨟇𭦌𮫲𰗀
鲜	尟尠赻鮮鱻䲆𰴆
鳖	蟞鱉鼈龞𪔀𪛆𬵄
鷫	鹔䎘𪂸𪄑𪆭𮋕𱈷
鸋	𩁔𪅢𪆢𫛢𬷋𬷌𱉂
鸢	鳶䳒䳣𩾭𪀝𪃘𫼃
鹑	鶉㝇𨿡𩁛𪂎𪆾𱈬
鹘	鶻𩾤𩾥𩾲𩾻𩿆𪆸
鹿	廘鹿𢈘𢉖𢊩𮭱⿅
麨	𥹔𪌕𪌬𪍉𪍑𪎊𱋏
麰	𦭷𪌚𪌸𪍓𪍘𪍫𮮇
黻	𠕯𠮂𦓗𫩋𬋾𬖬𮋟
黼	𤰍𤰐𦓞𧁡𩠤𪩾𮓕
龈	齗齦龂㸧𧢟𪘟𮯅
龊	竐齪𪘏𪘛𪘮𪘸𮯇
龢	𥣃𥤉𫨘𫪡𬰻𬰾𮃰
䝐	𤡪𤢍𧱞𧲆𧲑𧲗𧲚𰶭
䭱	𥞕𩠿𩡀𩡅𩡈𩡙𩡟𩡡
䵶	𡳟𪓞𪓟𪓩𪚶𱋼𱋽𱌁
与	與豫𠔔𢌱𦥸𭁉𭁕𮍭
专	叀專𠧢𡴁𡴗𡵏𰆄𰞆
亟	极𠄸𠄹𠯉𤊅𦱩𦽯𬼿
人	亻𠆢𠔽𤯔𦉪𦉫⺅⼈
仆	僕㒒䑑䞜𢖃𢸰𬐖𬿵
兆	宨𠧞𡉵𡊥𬼙𬼚𭀡𰃊
兑	兊兌𠏮𠫞𫎙𭀘𭀙𭀜
冠	𠖁𠖌𠙙𠜍𢃙𦯿𪞒𭁺
凌	夌淩陵凌𠗲𣎎𣣋𭰗
凭	凴慿憑𠌩𠙖𠙥𡔟𢶚
刺	刾朿莿㓨刺𣐁𪑟𰀠
剿	勦摷𠞰𠟘𠟾𠟿𠢶𰒱
勇	勈㦷勇𢦨𪳆𭄫𭟵勇
勠	勎戮𠝧𠢜𠢯𢑕𤨍𪯖
匏	瓟鞄𠣻𠣼𠤃𦾀𫉌𫯯
危	厃𠝰𡴲𡴸𡴻𡵁𭅐𭘊
卵	卵𠨫𡖉𤓲𫑙𫧼𭮇𰆎
厩	廄廏廐𠙔𠤙𣉑𪠔𰆤
去	厺迲㚎𠇯𠫟𠫥𠬑𬅻
及	乁﨤𢎜𨕤及𰃋𰙟𰻍
叔	𠁮𠦑𡬟𡬧𡭫𢆑𥸩𭣬
台	檯臺辝颱㣍𠘭𡐬𬨚
吁	籲訏𠮞𠮱𠮲𠯊𦘼𬅞
含	唅𠲒𡇜𪢪𫩧𭁦𭇥𭮕
哉	㢤㦲𠳆𢎋𢦒𪪋𪭋𫧠
唤	喚喛嚾𠿅𡅱𡅻𡅽𧠮
喟	嘳㕟𠣠𠣱𠷝𠿥𡃪𢼾
嗅	嚊臭齅㗜𥈍𪕿𪖻𭊴
嗜	呩啫耆𣉟𦞯𨢍𩝙𭋦
嗤	蚩㰞𠱟𠷣𣣷𧏬𫪻𭉕
嗥	嘷噑獆獋獔䝥𠰘𠶪
器	噐器𠾖𡄛𥂍𦈯𫩏𬑀
嚣	嚻囂㕺𠑪𠾯𡆔𩫂𩫳
图	啚圖圗𠚎𡇩𡇫𡇴𡈖
坍	㘱𡉱𡊢𡔃𢪡𣲕𣲹𫮩
坛	埮壇壜罈罎䃪𡊨𤮦
垔	𡊹𡍏𡍯𡎄𡎱𡐲𡓓𦦋
夜	亱𠀸𠙇𠙑𡖍𤝇𬉹𭺡
夷	侇㹫𡗝𡰥𢎯𢓡𬻒𭑅
奸	姦姧𡝎𡟗𢙶𢛝𪙨𭒋
妆	妝娤粧糚䊋𡝂𡞓𤖩
实	実寔實𡧑𡧠𡪲𡫵𡾍
害	遏𠕛𡧱𡩐𤇵𭓯𰀘𰨚
宴	晏燕讌醼𡩷𤃇𮩘𰩖
寥	廫㡻𡪹𡫝𡽟𡽦𥧯𥨞
尘	塵𡐪𡑁𡒲𡔚𦧄𪋻𰊤
尴	尲尶尷魐𡰉𡰛𩴁𩴵
屏	偋屛幈庰𡲄𡲓𢉟𫵚
属	屬䜴𡱄𡱆𡲇𣀻𭕭𰍱
岊	𡴱𡴹𡴺𡴼𡵆𡵒𡷦𡸎
岐	㞿㟚𡌼𡵨𡵲𡹉𨙸𪨵
岗	崗㟠㟵𡹏𡹤𨹽𭖣𰎮
崟	崯碒㕂𠪔𠪘𠪚𠪬𡷧
嵽	峌崼𡹭𡺑𡻜𡻺𡼄𫶇
巇	隵㚀𡾞𡾟𢋼𭗩𭗲𰎻
州	刕𠂗𠃕𠄓𠚴𠛏𢏝𣧓
巟	㠩㵁𡿫𡿬𡿰𡿴𢇟𣺬
师	師𠦵𠵀𢂖𢃋𨸲𨸴𩇱
带	帶㡖㿃𢂸𢃄𢄔𦄂𭘧
幸	倖羍㚔𠂷𠦡𡴘𢆎𭎎
幻	㕕𠄔𢆱𣥌𬑬𭙈𭙉𰀥
廪	廩㐭𢈺𢊣𢊬𢋏𢋕𪪨
弃	棄𠆉𠔚𠬇𢍞𣓪𣫱𨓋
弢	㢭𡸅𢎼𢏫𩎢𭚱弢弢
徵	徴𢽠𢽡𢾷𢿁𧗲𫪇𭗓
志	誌𢖽𢖿𢗍𢗱𢚨𮥂志
恒	恆㔰𠄨𢂡𢗶𢘆𢛢𭨤
恤	卹賉䘏𨟰𫀉𭜛𭷞𰷉
悫	愨慤𢠛𢡱𢢢𢢿𢤶𧰝
惄	愵𢙤𢜷𢞔𢞤𧖷𧗂𩚮
懿	㦉㦤㱅𡕆𡤵𢢶𢤥𫻢
戟	孑棘㦸𢧢𫒊𫻩𫼄𬀃
扬	揚敭飏䬗𠀵𣈟𨱝𭭐
抛	拋𢬐𢱍𢱹𢿏𥒙𪭹𰦮
报	佨報𡙈𢭮𨖦𨖪𮎙𰺦
捆	祵稛綑𡈢𡈳𢮖𦄐𦓾
授	𥠢𥡑𥡾𥢓𥣍𫺚𭹯𮃏
掬	匊𡙳𢌻𢱬𥵱𥸭𥸶𰏮
揭	掲搩桀楬𡤒𢶆𢷒𢷔
携	儶擕攜㩗㩦㽯𢹂𰓊
撑	摚撐橕牚䟫𢴤𣥺𩞦
斁	歝殬𣀇𦌙𬐇𬙜𭣧𰠈
斟	酙㪸𣁱𨠇𭅧𮌅𰅽𰼄
旒	斿旈瑬㐬㫍𣽩𦀠𰕪
旗	旂綨㙋㫅𣄃𣗍𥛏𰭞
昃	昗𠩡𣅔𣅛𣅦𣅳𪰖𬀯
昭	佋卲巶炤𪰒𫞃𬁤𰞔
栽	㘽𣒭𣔮𣖋𥯒𦳦𭢚𰧸
棋	棊樭檱櫀碁㯦䃆𬄛
槊	矟銏㮶䔠𢍥𣓞𣔒𪲫
樯	檣艢𣝿𣞋𣞱𣞸𤕽𰔉
毅	䝘𣪣𣪴𣫖𣫚𤝈𬆫𬆲
毒	𡴛𡹆𤯟𥲮𦸕𧉉𫦚𭖪
毹	毺㼶𣭴𣭵𣮵𣯁𣰎𣰟
氀	㲎𣭇𣯫𣰝𣰢𭯟𭯫𰚦
气	暣氣炁㫓𣅠𤽍𰚻⽓
氣	气気𣱖𣱛𰀰𰅓𰚾𰟅
污	汙汚䵦𡜂𡜡𣱾𣽏𬇢
治	乿冶𡭒𣳮𦠋𰏰𰛜𰫨
津	𣵏𣸁𦨱𦩨𦪉𧗃𨔥𰰓
涧	澗磵礀㵎𡼏𡼥𧯎𧯑
湿	溼濕𣶖𣺝𣺯𤀟𤂽𤃁
滩	潬灘𤁤𤅩𤅼𤅽𭳊𮁙
炙	熫䏑炙𤐬𤒗𦛧𦜡𬉹
炱	炲㷘㸀𤆃𤐮𤐽𤒞𫨐
炽	熾𢧾𢨙𤎷𤐦𥏛𧹹𫤶
烂	燗爛爤㱫䑌𣩼𤏐𧟋
热	熱𤉟𤎮𤑄𪌌𭵴𰞕𰞖
燮	夑爕㸉𣀢𣁧𤏻𤓖𪺂
犛	㹈𢿂𤚐𤚜𤛆𤛖𭯡𭷧
猎	猟獡獦獵𡗇𤡕𤡡𤢪
王	𠙻𠰶𡭤𢏝𤤇𥝍王⺩
班	般𤤻𤦦𤼬𪻮𫁤𰢀𰢁
琼	焭璚瓊瓗𢶇𤦱𪼌𬎘
瓞	𠀶𤔅𤫰𤫴𤫼𤬎𭤢𮐏
甚	𠥄𠯕𢍩𤯅𥱅𫞪𭭡𰢧
电	電𩂬𩂵𩃓𩃡𩃿𩅎𩅏
畋	佃田甸𢿊𤝗𤰖𤱞𭻁
疃	墥畽𤱝𤲫𤳿𤴋𤴎𭻕
疆	壃畕畺疅𡑆𤳾𫕘𭛌
疐	㚄𢷐𤴛𤴝𤴡𨂬𨆫𨇈
瘤	癅𥀓𥏵𦞧𦠝𰣲𰣾𰤆
皋	皐臯𦤗𬟰𬟲𭽗𮍞𰭌
盩	𥂎𥂕𥂱𥂲𥃁𥃍𥾲𧗑
眷	婘慻睠𠝂𡡀𨤓𨤗𮌐
睦	𡍬𡐑𡻲𬀻𬙩𬢃𬯦𰦉
砥	厎䂡𥐺𥑗𥒗𪿓𬒀𰦧
碗	埦椀盌鋺㼝𬒑𭾅𰤸
磨	摩䃺𢉳𢊠𣟖𥖤𨟖𰢘
移	乁迻䄬𢼏𥞀𥟻𰨢𰨨
稚	稺穉䄺䆈𥠧𥡖𥣔𥣦
稻	稲䵚𥝔𫁃𫂻𮇷𰨛𰨬
穗	穂穟繐𥛸𥝩𥣼𬔄𬟘
窑	窯窰䆙𡏟𡩴𥥲𥧟𥨭
窥	窺闚𡪽𥨖𥨾𨶳𩄾𮄚
竞	傹競竸𥪰𧫘𧫙𨐼𰩫
簪	兂撍簮𠒀𥯓𥴉𥸢𬖂
糈	稰𥚩𥹼𥺳𥺸𥻯𩝔𩰠
糒	𥺢𥼉𥼓𩜗𩝳𪌾𪍞糒
糯	稬穤粫糥𥢠𥻟𥻾𥼥
索	䌇索𡩡𢱢𣑇𥿟𥿿𦃦
纵	从縱𥾞𥾺𦂵𦄚𦆬𮈕
绒	毧絨羢㲨𣮩𣮪𣯏𰚮
绦	幍絛縚縧𠍞𦃡𩌜𮉎
缸	堈罁㼚𡨍𤬽𤭛𤭺𨠛
缺	缼𡙇𡚆𥁍𦈫𩫠𭆵𭑡
罏	𤮧𧆣𧆨𧆭𧇄𧇏𧈕𬙎
罕	䍐䍑𥤱𦉴𦉻𦋁𦋃𪞐
罝	𦊕𦊥𦊨𦊩𦋽𦋾𬙦𰭕
翅	翄翤翨䧴𢌟𦐊𩗍𭣗
翰	鶾𠣍𦒋𨌺𨍚𨎰𩙴𩙶
翱	翶翺𦒌𦒡𦒢𦤥𫅱𮊳
翻	拚畨繙飜𢑵𮇝𮋑𮋒
聃	耼𣅧𦕃𦕐𧵘𨈜𨈭𨉄
聒	𠅪𢡲𦕾𦗦𦗾𦘉𨈸𭥹
聩	聵䠿𦖥𦗿𦘃𦘄𦘋𮋿
聪	悤聡聦聰𦕻𦖟𦖻聰
胤	㣧𠃴𠉥𤗅𦙌𦙍𦞩𫃛
脆	椊脃脺膬𣈐𦙈𨉆𨊉
腭	卾齶㗁𦞐𦠍𪘰𪘽𮯋
臿	𠚏𢆍𦥛𦥫𦦈𦦘𬽋𰣜
舁	𠢈𢪓𢱲𢲓𦥠𦥹舁舁
舛	僢踳㚈㱛𣧒𣧘𰁒⾇
艰	囏艱𡅤𡅸𡆒𡿤𥌵𦫒
苟	芶𠷜𦯃𦯗𦰶𦲆𦴆𦴳
蒸	炡烝䒱𦲢𦲶𦻛𩚫𩟘
蓧	蓨𠤺𠤼𠥑𥁮𦰍𦰏𦺰
蔽	弊𢅷𦷥𦻾𦽗𦿔𦿝𫧉
薅	茠䒵𢫩𢬺𢴅𣐾𦵢𦼸
蘖	枿櫱㮆𡾹𢱂𣖂𣡌𧁈
虱	蝨𠤋𧈲𧋜𧌡𧍀𧒢𧓎
螯	𧏌𧑃𧒥𨄨𨅚𩪋𩪕𩪨
蠡	盠蟸䗍𢍝𥯵𧋠𧔑𧱤
蠵	𧓈𧓬𧓾𧔍𩺫𩽌𩽨𮕐
行	行𠎢𧗞𧗟𬠽𬠿𬽣⾏
袅	嫋嬝裊褭㜵䙚𡠿𧞡
裸	倮臝躶㒩裸𡑤𦣔𧝹
要	𠾅𡕯𡕹𡚩𡢗𦥺𦥼𰢲
规	椝規䂓𥚴𧠹𧠺𩑬𩓠
诉	愬訴𧦓𧦡𧩔𧩯𧪜𧫋
谩	謾㗄㗈䛲𠼦𠿐𧫩𧬒
豁	𡪞𧯆𧯉𫴓𭟙𮙐𰍢𰶖
豪	儫𠢕𢑸𩫎𩫒𩫕𩫚𩫞
豫	忬𠄛𠄝𢄮𪜱𫮻𮃯𰕑
豳	邠㟗𠚚𡺳𫴠𫿫𬋝𮠓
贷	貣貸𠌗𠍎𠏞𣃐𧴮𧴰
贸	貿𦕕𧴵𧵍𧵚𧵲𧶝𧶻
赓	賡𢉼𢊷𢊹𢋍𢋫𧵹𧷫
赘	贅𤺅𧷌𧸆𧸞𧸟𫎜𰷗
起	𡆡𢀽𢁈𧺫𨑓𨑔𨑖起
趼	𣀸𥀹𦢈𦢣𨇿𭽹𭽻趼
跻	躋䠁𢁃𤼥𧾙𨂋𨹷𨼻
蹙	踿顣䠓䠞𠏔𠑯𣢰𨈄
辅	俌輔䩉𣏤𥙳𨊽𩒺𭺼
辉	灳煇輝𠒽𠓊𤐕𪏕𰫃
辖	舝轄鎋𢮟𤛉𨍤𩏓𮝘
辙	勶轍𣪟𨅊𨏁𨏣𰹭𰹹
违	違𢯷𢾁𢾝𣪡𨔻𨕸𮞒
迴	回廻絗逥䢗𢌞𨕂𮞉
退	𢓇𢓴𢔕𨑧𨓆𨓤𨔫𩄮
送	䢠𠌡𨓵𨔮𨕩𨕪𨕼𫤮
递	逓遆遞𨓠𨔄𨔛𨕑𮞏
醯	䤈𨡂𨡇𨢘𨣓𨤅𩱗𬪲
野	埜壄鐢㙒𡌛𡐨𡑀𤝉
鏦	𥍷𥎋𥎒𥎙𨥎𨦱𨪯𫓩
铡	鍘䥷𠝝𨥼𨮰𨰉𮣔𮣬
铧	釪釫鋘鏵㭉𣏼𨫽㭉
铲	剷鏟𠚿𥊓𨩱𨪑𨲨𩮲
铸	鑄𤎧𨥇𨮚𨮩𨮾𮢷𮣑
镇	填鉁鎭鎮𨥵𨦸𨨋𰾂
镌	鋑鎸鐫䥴𨬺𨭽𨷫𩀟
閦	𨳖𨴖𨴟𨴠𨴧𨴨𨴳𬮥
闩	閂𢩠𢲙𢹞𣟴𣠯𣠸𫸁
阄	鬮䦰䰗𨵜𨷍𨷟𨷺𩰘
阔	濶闊䦚䦢𤄃𨴿𨶐𨶖
阕	闋𨴊𨶋𨶏𨶔𨶕𨶫𨷂
降	夅䧏降𡲛𡲣𨹓𮥃𰙳
限	㡾䦘䧋𣐻𨵬𨹎𨹨𱀦
隤	墤䫋𨓾𨘿𨽟𨽠𬯎𱀴
雍	邕雝𨿄𨿟𬆳𬐷𬽜𱁈
雕	彫琱錭鵰㓮𨿺𩀜𪄄
雹	䨌䨔𩂁𩄉𩅒𩅟𩆗𩇌
霆	𨖝𨗒𨗠𩄫𩆆𪪲𫑄𮦥
霣	䆬䨶𥧅𩆹𩇂𫕥霣𱁟
靡	爢𠞧𠠣𢌁𩞁𪎕𪎙𬏿
面	靣麵𠚑𡇢𣅍𨉥𫩑⾯
革	愅諽韚䪂𠦶𩎎𮧓⾰
鞭	鞕𠓠𠓥𤓋𩋹𩌻𫢛𫾦
饎	𩛉𩜂𩜮𩝮𩞡𩟄𬴺𱄆
饔	𩝹𩞠𩟀𩟷𬐧𬲖𬲟𮩕
饥	飢饑𠍃𩚎𩚐𩚑𩚮𩜆
饪	飪餁㶵䏕䭃𤇲𤏼𦜙
馘	聝𢧷𩉕𩠲𭍷𮡂𰼍𱄍
骥	蘎驥𧁳𩥉𩦸𭿮𱄮𱅌
髀	肶䏶䠋䯗𩩙𩩚𩪅𩪖
鬓	髩鬂鬢𨲺𩬆𩯫𩯭𮫓
鸓	䴎𤴒𧕫𩁜𪆼𪈦𪉀𱊳
鹂	鸝𪁐𪅆𪅌𪇺𪇾𪈳𪈹
麵	糆麪麫麺𧼸𪎎𫗖𬹃
黧	䵩𪑢𪑤𪒁𪒅𪒚𪒨𪒺
鼖	䩿𡒡𢿠𥀢𪔫𪔵𮮪鼖
齏	齑𠬘𦦏𧅠𧏝𩐐𩐓𪔉
齒	歯齿𣦋𦥒𦥪⻭⻮⿒
齧	𩖁𪘂𪘖𪘙𪙓𪙠𫜩𱌟
龀	齓齔𢎕𪗕𪗗𪗠𪗥𮮾
𠱫	㖕㖖𠰜𠱪𠲗𠲩𥩭𥩮
㼱	𠬫𠭝𡕶𡰺𤕱𤭀𥀅𥧐𩏈
䨴	𩄮𩅆𩅥𩅫𩅲𩆰𪒶𫜛𱁒
世	丗卋殜㔺𠀍𠦔𬃯𬆑𬔛
亥	㐪𠀅𠅆𠦇𢁓𢁳𬺷𬽆𬽇
享	亯𠅠𠅷𠆀𦎫𦕺𦴒𩫗𬝇
低	仾𠇓𠉃𠍪𢘢𫢏𰂂𰂄𰱠
侯	矦㑨𠨶𤧝𥎦𫢑𫶬𬾃𬾗
信	伩孞訫㐰䚱䛨𡥪𫺑𬢭
傳	伝传𪫖𫝊𬨼𬨽𬩒𬩘𰺿
僰	𠍷𠒧𠒹𢣡𢣱𣕾𤏡𭶚𰒝
养	飬養䄅䍩𠐒𡂺𢼝𢽁𮨽
冤	寃𠕤𡈒𡨚𢱽𢲀𥦱冤寃
凛	凜澟癛癝𠘅𠘐𠘟𡬜𪷤
凤	鳯鳳鴌䲶𠤈𢐴𧱶𪆍𮭟
刀	刂釖𠚣𪠤𪥂𫥰⺈⺉⼑
刚	剛㓻𠇙𠇝𠜛𠝴𠝾𡬺𮟱
剑	剱劍劎劒劔釰鐱𠝏𠠆
卓	龺㔬𠤚𠤞𠤟𠦝𢂚𢂦𫭬
卿	𠨍𠨞𡖖𡖥𨜊卿卿卿𨜮
厄	戹阨𠂘𠂬𠨗𠨳𢀴𢨤𢨩
叠	曡畳疂疊㬪𣆹𣈍𤴁𰣖
哲	啠喆嚞埑悊𠺤𡕇𫎘𬔭
唐	啺𡃯𣉺𥏬𪪒𫑲𬋺唐𰇺
啬	嗇𠎸𠹫𠻮𠾂𢡉𤲝𭍠𰉒
啮	噛嚙囓齧𠲼𠼜𪘅𭌰𱌠
嗣	孠𠻸𢩚𫲱𫸙𬔟𬔠𬴴𭻢
嘴	咀觜㭰𠹮𠾋𠿘𡁫𡂗𭉨
块	凷圦塊墤㙕𠙽𠚛𡉇𡒽
垠	圻泿㙬𡊷𡋳𡏴𡑃𡹊𤍂
墉	牅䧡𤰎𩫏𩫱𫨠𫨣𬙸𬴘
壑	㕡𡎙𡐍𡓛𡓼𡔗𡺻𧮸𫮺
壞	坏壊𢸬𢽫𣀤𣀩𣩹𣩻𦦶
处	處䖏𠁅𠙚𧆵𧇤𩂜𩂫𩂭
奥	奧隩𠆑𡪃𡪿𥨩𫤭𫯱𮤦
好	㝀𡚽𡥃𡥅𡥆𢑒𤫧𩐔𰠗
始	乨兘㛎𠃭𠙉𡜗𫩞𭒉𰀼
家	宊𠖔𡧚𡩀𡩅𡩙𡩚𡩵𰍀
容	㝐㣑𠕺𠴅𡧶𡨐𫩣𰍢𰶐
寒	㥶𡫙𡫜𡫮𡫾𣽬𪧑𪧔𰌳
射	䠶𡬤𢎤𨈡𨉅𨉛𪿎𫒱𬫸
尝	嘗嚐甞𡮢𨡔𨣛𭇐𭺮𰀶
尪	尢尣尩尫㒬𡯁𡯂𡯪𡯭
岛	島嶋嶌嶹隝隯㠀𡷊𡻅
巽	巺顨㢲𢁅𢁉𢁌𢌴𢍳巽
席	蓆鿮𠩌𠩛𢎹𥔆𥱊𪪌𫨂
干	乾幹榦漧𢧀𤮽𤴲𰒩⼲
幼	糼糿㓜𠣎𢆲𢆵𢈗𫲪𫶹
庄	庒荘莊㽵𠗎𤕶𤖄𤖈𦻊
应	応應譍𠩍𡄖𢈀𤻮𧭭𭌃
庵	盦菴葊蓭𠪎𡩯𢊊𤲅𮅫
弦	絃㢺𢎺𢏛𢏸𢐁𢐐𣃡𥾏
强	強彁彊犟𢏟𣚦𪪺𰐓𰐘
彻	徹澈𢕹𢕿𢖉𢾿𦔞𨅊𭜈
徙	𡕝𡲴𢊚𢓊𨑭𨔀𨖤𨗬𰺵
恐	㤟𢖶𢘠𢙢𢙷𢝭𢟃𢟈𭜦
悖	勃愂誖㪍𡥏𢘩𢚦𢟥𢠜
憩	愒憇𡲽𡳅𢠾𦧗𦧯𦧰𮍺
懒	嬾孄孏懶㦨𢤿𢛔懶𰑐
懦	儒愞懧耎䎠𠏢𢘎𢘧𢡼
我	㦱𠨂𢦐𢦓𢦖𢦠𢦴𨈟𩇶
戚	傶慼慽鏚𠋰𠎰𡫁𢦫𢧯
所	㪽𠩄𢨷𢩇𦕄𫝂𫠦𬻐𬻔
抵	底拞掋牴觝𠥯𠨿𢪔𰓀
掘	撅欮㙭𢬝𢴺𢶵𣔭𭠜𰓓
掴	摑𢐚𢧷𢮎𢰢𢹖𢼛𧤯𰓳
插	扱挿揷𢭉𢭡𢭣𢰔𭡝𮃘
摇	揺搖摿㨱𢭊𢭌𢳘𢳸𢵾
支	搘枝𠦙𡽒𢺶𣏃𫠭𰆰⽀
收	収敊㧃𠬧𤱜𦀏𭣖𭣣𰠦
教	敎𡥉𢺽𢻍𢼂𢼅𢼬𧧿𪵋
斥	㡿𠨺𠩋𡱞𢇛𤵍𫷫𫾯𭙕
旌	旍㫌𣃠𣃢𣄀𦑊𦑖𦲵𧚫
无	亡無㷻𠘩𠘻𣄯𭴾𭴿⽆
显	顯㫫㬎䧮𩔐𩔰𩕃𩕛𬱉
暖	煖煗㬉𢝶𣆝𣊵𤆱𤌢𤏙
本	夲楍㮺𡗧𡴡𡴩𣖎𫧨𬬊
栗	慄㮚㯨栗𡨓𣗴𣡷𣡼𬃄
桑	桒槡𠭌𠭚𠭨𣏏𣕐𰇃𰗑
榛	樼獉蓁㰉𣓀𣘘𣝾𦽥𦿒
樵	櫵藮𢸺𣛑𣟶𦿕𧄡𬋈𮒝
欢	孉懽歓歡讙驩𩿊𭞹𭭕
殿	壂𡱒𣪍𣪪𣪫𣪵𫵕𭮺𮝿
氓	垊甿萌䇇𣱅𤱕𦫋𭯰𭷋
水	氵氺𡱊𡿭𣸕𤆙⺡⺢⽔
法	佱峜灋㳒𢌇𣳴𣶽𫼒𰝄
泽	滜澤睪㚖𣼦𤀎𤽈𨼸𬈃
涉	拾渉㴇𣥩𣥿𣶵𣻣𪵺𰛌
渔	漁䰻䱷䲣𣿡𤀯𩵎𩼪𫙐
游	遊㳺𠾈𣸯𨓓𭂗𰛶𰠘𰨊
源	厵㴟𠫐𠫒𡇋𧪒𨻣𬈛𰆬
溯	泝溸遡㴑𣴔𣵐𣷥𣹫𭳏
滋	兹孖稵滋𣳯𤀮𤂇𬇿滋
滕	𣎌𣹸𣽨𤑘𦂙𦞃𪱪𬛍𬟀
烈	列烮煭烈𤈘𤉩𤋴𤍅𤎁
烨	墷燁爗璍㒯㷸𤍞𤑼𤒃
犀	屖𡥷𡱝𡳚𤚌𫵠𭕝犀𰠨
犁	犂䵓𤛺𤛼𤛿𥝫𨩂𫀭𭷥
率	卛䢦率率𠅋𧗿𭅩𰳪𰳭
珉	玟琘琝瑉碈䂥䃉𤤍𰦱
珍	珎鉁錱𤤽𧟪𨨖𨫎𭹀𰡳
瑙	𢜍𤤼𤦏𥒢𥒤𥓱𥖋𰡻𰢐
瑟	㻎𡘼𡚉𢊎𢜈𤊇𤨝𩇰𰑴
瑱	琠瑱𤤦𤦹𤩱𦔿𦗁𭹃瑱
甘	㤌𠂀𠙸𠙿𤮺𤮽𤯀𩚵⽢
甜	咁甛䑚䣶𥑠𦧩𩚣𪌩𭥹
畏	𠂽𤰣𤰰𤰲𤰵𤱖𤱫𪽉𰢼
畚	奙𠫻𡘊𡘞𡙂𡙲𣓩𤲙𤲛
皇	𤽙𤽚𤽢𤽧𦤃𦤍𦤐𫭠𰡸
盈	溋盁𡺡𥁀𦀚𫞯𫞰𰀬𰤴
盗	盜𠉭𠩼𠪁𤋆𤑂𥶎𨹇𨹒
省	渻眚䁞省𠥇𡞞𡮀𥄾𨵥
看	㸔𡈟𡰶𥉏𨌁𬋭𭾩𰥜𰹑
确	塙確碻礭㱋𥔳𥔼𥔿𮦻
碾	榐𥑊𥔤𥗇𥗷𨋁𨋚𪿟𰦪
社	䄕社𡉹𣒮𣴳𥙭𥙲𥝟𰨃
祗	祬𣱊𤲥𥘡𥘢𥙂𥙆𥙠𥙥
秽	濊穢薉𢧹𢧼𤻀𦿧𬓩𮃊
穷	窮竆䠻𠤂𡩫𥧺𥨃𥨪𨉺
突	堗宊突𠫓𡦾𥤮𥥛𥥜𭓧
窃	竊𢿑𥧼𥨛𥨱𥨷𥨸𥩈𥩓
窍	竅䆻𥤾𥥆𥦂𥨂𥨃𥨄𰩝
竖	竪豎㑠㒘䜿䝂𠐊𥪛𥪡
算	祘笇筭𢌺𥫫𥮅𦭌𮅕𰩯
篪	竾筂箎䶵𥬌𥰽𪛌𪛍𪛔
糖	糃糛醣餹饄糖𥼽𥽻𰪩
糜	穈靡䭩𥽼𩞇𩱸𪎖𪎭𮂦
纂	篹繤𥴌𥴠𥵺𦆈𮅾𮆭𮆷
缶	缻𤭟𦈢𦈪𫒘𬼈𬼉𭎘⽸
美	媄媺嬍羙㜫𡠾𡵂𫟈𰌁
聖	圣𣈂𨲚𨲢𨲣𨲿𪣿𰿒𰿓
聚	𣷗𦖏𦼈𧅞𧚿𨈦𨛿𫮣𬥁
肄	𢄥𢑩𥏚𦘗𦘞𧲁𨽹𨽽𫆔
胁	愶脅脇脋㤼䏩䏮𦚰𮌯
臭	殠臰臭𣧁𤢳𤽨𦤀𦤁𫜤
节	兯卩卪節㔾𠐉𢎛𥴝𭅲
芻	刍蒭𠣧𦭍𦮊𦱪𦱻𦷝𰰪
范	笵範𣔶𦬳𦴮𧁉𭐃𭹬𰰰
草	屮艸艹騲𢂉𦯨𦳕𦷣𰏒
蔑	薎衊𤊾𤻻𦸑𦹋𫈦𫈼𬝏
蕤	苼㽔𤯹𤯼𤯾𦷃𦼆𦿮蕤
虔	䖍𠧘𠧺𠧾𡨊𦴋𧆛𪪐𮓚
虺	螝𠙍𤳳𧈤𧍥𩗝𭕎𭺟𮓸
衮	緷袞䙛𧙰𧟏𧟗𪜣𫋴𬡄
裔	𠆘𧘉𧘊𧘯𧚞𧛨𧛲𧜟𫨝
西	卥㢴𠓦𠧜𠧧𣓨⻃⻄⾑
视	眂眎眡視𤋇𥄙𥄚𥅔𥅭
诋	呧詆𠱎𠱱𠳉𧥮𧦒𧦺𫪭
豕	𡰯𢁓𢒓𢒔𧰧𧰬𫨂豕⾗
豸	𤜚𤞌𤞝𦎋𧋈𧳃𪺏𭸜⾘
赧	䩅𢟻𢠱𧹜𧹞𧹠𩈑𩈫𩈶
蹯	籵𣫯𥸨𥻫𨁢𨅴𨆌𨆜𩕈
轰	揈轟𨊷𨋌𨌼𨌽𨎇𨎗𰹋
轾	輊䡹𦥎𨍀𨎌𨎐𨎘𨏅𨏑
辑	楫輯集𨌖𨍣𨍾𨎵𭋷𮝛
